fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
175167,15236,NDB #,SR Legacy,"Fish, salmon, Atlantic, farmed, raw",441,198,g,"0.5 fillet",873
175167,15236,NDB #,SR Legacy,"Fish, salmon, Atlantic, farmed, raw",441,85,g,"3 oz",375
175158,15126,NDB #,SR Legacy,"Fish, tuna, white, canned in water, drained solids",80.0,85,g,"3 oz",68.0
175158,15126,NDB #,SR Legacy,"Fish, tuna, white, canned in water, drained solids",80.0,172,g,"1 can",138
175161,15133,NDB #,SR Legacy,"Fish, whiting, mixed species, cooked, dry heat",73.0,85,g,"3 oz",62.0
175161,15133,NDB #,SR Legacy,"Fish, whiting, mixed species, cooked, dry heat",73.0,72,g,"1 fillet",52.6
175159,15127,NDB #,SR Legacy,"Fish, tuna, fresh, yellowfin, raw",69.0,28.35000000000000142108547152020037174224853515625,g,"1 oz, boneless",19.6
175159,15127,NDB #,SR Legacy,"Fish, tuna, fresh, yellowfin, raw",69.0,85,g,"3 oz",58.6
175159,15127,NDB #,SR Legacy,"Fish, tuna, fresh, yellowfin, raw",69.0,16,g,"1 cubic inch, boneless",11.0
175153,15114,NDB #,SR Legacy,"Fish, trout, mixed species, raw",155,79,g,"1 fillet",122
175153,15114,NDB #,SR Legacy,"Fish, trout, mixed species, raw",155,85,g,"3 oz",132
175149,15106,NDB #,SR Legacy,"Fish, sturgeon, mixed species, smoked",642,28.35000000000000142108547152020037174224853515625,g,"1 oz",182
175149,15106,NDB #,SR Legacy,"Fish, sturgeon, mixed species, smoked",642,85,g,"3 oz",546
175146,15099,NDB #,SR Legacy,"Fish, smelt, rainbow, raw",31.0,85,g,"3 oz",26.4
175148,15105,NDB #,SR Legacy,"Fish, sturgeon, mixed species, cooked, dry heat",515,85,g,"3 oz",438
175148,15105,NDB #,SR Legacy,"Fish, sturgeon, mixed species, cooked, dry heat",515,28.35000000000000142108547152020037174224853515625,g,"1 oz, boneless",146
